Time (s) Run #1	Position (m) Run #1	Force (N) Run #1	Stress (MPa) Run #1	Strain Run #1	Time (s) Run #2	Position (m) Run #2	Force (N) Run #2	Stress (MPa) Run #2	Strain Run #2	Time (s) Run #3	Position (m) Run #3	Force (N) Run #3	Stress (MPa) Run #3	Strain Run #3	Time (s) Run #4	Position (m) Run #4	Force (N) Run #4	Stress (MPa) Run #4	Strain Run #4	Time (s) Run #5	Position (m) Run #5	Force (N) Run #5	Stress (MPa) Run #5	Strain Run #5	Time (s) Run #6	Position (m) Run #6	Force (N) Run #6	Stress (MPa) Run #6	Strain Run #6
32.400	9.36102E-4	96	24.35	0.03						32.400	0.00661	4	12.88	0.19						32.400	0.00495	1	12.58	0.14					
32.600	9.39951E-4	96	24.32	0.03						32.600	0.00665	4	12.91	0.19						32.600	0.00496	1	12.55	0.14					
32.800	9.42333E-4	97	24.44	0.03						32.800	0.00670	6	13.15	0.19						32.800	0.00496	1	12.55	0.14					
33.000	9.44436E-4	95	24.29	0.03						33.000	0.00676	7	13.27	0.19						33.000	0.00496	1	12.61	0.14					
33.200	9.47651E-4	95	24.26	0.03						33.200	0.00680	6	13.24	0.19						33.200	0.00497	1	12.58	0.14					
33.400	9.53882E-4	96	24.35	0.03						33.400	0.00684	6	13.15	0.20						33.400	0.00497	1	12.61	0.14					
33.600	9.58366E-4	96	24.32	0.03						33.600	0.00689	6	13.12	0.20						33.600	0.00497	1	12.58	0.14					
33.800	9.60311E-4	95	24.29	0.03						33.800	0.00694	4	12.88	0.20						33.800	0.00497	1	12.61	0.14					
34.000	9.60390E-4	95	24.23	0.03						34.000	0.00698	3	12.85	0.20						34.000	0.00497	1	12.58	0.14					
34.200	9.61780E-4	94	24.14	0.03						34.200	0.00703	3	12.79	0.20						34.200	0.00497	1	12.55	0.14					
34.400	9.61740E-4	94	24.17	0.03						34.400	0.00708	5	13.06	0.20						34.400	0.00497	1	12.55	0.14					
34.600	9.61859E-4	94	24.08	0.03						34.600	0.00713	4	12.97	0.20						34.600	0.00497	1	12.52	0.14					
34.800	9.61939E-4	93	24.02	0.03						34.800	0.00718	4	12.94	0.21						34.800	0.00497	1	12.55	0.14					
35.000	9.62138E-4	92	23.87	0.03						35.000	0.00722	5	13.00	0.21						35.000	0.00497	0	12.49	0.14					
35.200	9.62177E-4	92	23.84	0.03						35.200	0.00725	4	12.88	0.21						35.200	0.00497	1	12.58	0.14					
35.400	9.62138E-4	92	23.87	0.03						35.400	0.00729	0	12.46	0.21						35.400	0.00497	1	12.61	0.14					
35.600	9.62098E-4	92	23.90	0.03						35.600	0.00733	0	12.49	0.21						35.600	0.00497	1	12.55	0.14					
35.800	9.62217E-4	91	23.81	0.03						35.800	0.00736	3	12.79	0.21						35.800	0.00497	1	12.58	0.14					
36.000	9.62257E-4	91	23.78	0.03						36.000	0.00740	3	12.82	0.21						36.000	0.00497	1	12.55	0.14					
36.200	9.58686E-4	90	23.60	0.03						36.200	0.00744	2	12.67	0.21						36.200	0.00497	1	12.55	0.14					
36.400	9.54440E-4	89	23.45	0.03						36.400	0.00749	3	12.85	0.21						36.400	0.00497	1	12.58	0.14					
36.600	9.52100E-4	87	23.30	0.03						36.600	0.00755	6	13.15	0.22						36.600	0.00497	1	12.55	0.14					
36.800	9.48410E-4	87	23.21	0.03						36.800	0.00761	6	13.18	0.22						36.800	0.00497	1	12.52	0.14					
37.000	9.45870E-4	87	23.21	0.03						37.000	0.00766	6	13.15	0.22						37.000	0.00497	1	12.55	0.14					
37.200	9.43489E-4	86	23.09	0.03						37.200	0.00771	2	12.73	0.22						37.200	0.00497	1	12.55	0.14					
37.400	9.40474E-4	85	22.97	0.03						37.400	0.00776	5	13.00	0.22						37.400	0.00497	1	12.58	0.14					
37.600	9.37339E-4	84	22.94	0.03						37.600	0.00782	6	13.18	0.22						37.600	0.00497	1	12.55	0.14					
37.800	9.33174E-4	83	22.73	0.03						37.800	0.00787	6	13.18	0.22						37.800	0.00497	1	12.58	0.14					
38.000	9.28294E-4	82	22.58	0.03						38.000	0.00793	6	13.12	0.23						38.000	0.00497	1	12.55	0.14					
38.200	9.24605E-4	81	22.49	0.03						38.200	0.00799	6	13.21	0.23						38.200	0.00497	1	12.55	0.14					
38.400	9.20280E-4	80	22.40	0.03						38.400	0.00804	6	13.21	0.23						38.400	0.00497	0	12.49	0.14					
38.600	9.19170E-4	79	22.28	0.03						38.600	0.00808	4	12.94	0.23						38.600	0.00497	1	12.55	0.14					
38.800	9.17900E-4	79	22.28	0.03						38.800	0.00812	3	12.76	0.23						38.800	0.00497	1	12.52	0.14					
39.000	9.16075E-4	79	22.22	0.03						39.000	0.00816	3	12.79	0.23						39.000	0.00497	1	12.52	0.14					
39.200	9.13616E-4	78	22.16	0.03						39.200	0.00820	2	12.73	0.23						39.200	0.00497	1	12.58	0.14					
39.400	9.11711E-4	78	22.16	0.03						39.400	0.00823	1	12.61	0.24						39.400	0.00497	1	12.52	0.14					
39.600	9.07941E-4	78	22.13	0.03						39.600	0.00826	1	12.52	0.24						39.600	0.00497	1	12.58	0.14					
39.800	9.03102E-4	77	21.95	0.03						39.800	0.00830	2	12.64	0.24						39.800	0.00497	1	12.55	0.14					
40.000	8.97708E-4	75	21.71	0.03						40.000	0.00836	3	12.79	0.24						40.000	0.00497	1	12.58	0.14					
40.200	8.94019E-4	74	21.62	0.03						40.200	0.00842	4	12.94	0.24						40.200	0.00497	1	12.55	0.14					
40.400	8.92749E-4	74	21.62	0.03						40.400	0.00847	3	12.79	0.24						40.400	0.00497	1	12.55	0.14					
40.600	8.88425E-4	73	21.53	0.03						40.600	0.00852	5	13.03	0.24						40.600	0.00497	1	12.52	0.14					
40.800	8.81047E-4	72	21.35	0.03						40.800	0.00857	5	13.03	0.24						40.800	0.00497	1	12.55	0.14					
41.000	8.75453E-4	71	21.26	0.03						41.000	0.00862	5	13.06	0.25						41.000	0.00497	1	12.55	0.14					
41.200	8.73709E-4	70	21.14	0.02						41.200	0.00867	5	13.03	0.25						41.200	0.00497	1	12.55	0.14					
41.400	8.69980E-4	70	21.08	0.02						41.400	0.00872	5	13.06	0.25						41.400	0.00497	1	12.52	0.14					
41.600	8.65575E-4	69	21.05	0.02						41.600	0.00876	4	12.97	0.25						41.600	0.00497	1	12.52	0.14					
41.800	8.63237E-4	68	20.90	0.02						41.800	0.00881	2	12.73	0.25						41.800	0.00497	1	12.58	0.14					
42.000	8.59588E-4	67	20.78	0.02						42.000	0.00886	5	13.03	0.25						42.000	0.00497	1	12.58	0.14					
42.200	8.55738E-4	67	20.81	0.02						42.200	0.00890	5	13.09	0.25						42.200	0.00497	1	12.52	0.14					
42.400	8.53319E-4	67	20.72	0.02						42.400	0.00894	4	12.94	0.26						42.400	0.00497	1	12.52	0.14					
42.600	8.50104E-4	67	20.75	0.02						42.600	0.00898	3	12.79	0.26						42.600	0.00497	1	12.55	0.14					
42.800	8.46577E-4	65	20.55	0.02						42.800	0.00901	2	12.73	0.26						42.800	0.00497	1	12.52	0.14					
43.000	8.42253E-4	65	20.46	0.02						43.000	0.00905	3	12.79	0.26						43.000	0.00497	1	12.52	0.14					
43.200	8.33647E-4	63	20.25	0.02						43.200	0.00909	3	12.82	0.26						43.200	0.00497	1	12.52	0.14					
43.400	8.22501E-4	61	20.04	0.02						43.400	0.00913	3	12.76	0.26						43.400	0.00497	1	12.55	0.14					
43.600	8.15246E-4	59	19.77	0.02						43.600	0.00917	3	12.79	0.26						43.600	0.00497	1	12.52	0.14					
43.800	8.12031E-4	59	19.80	0.02						43.800	0.00922	4	12.97	0.26						43.800	0.00497	1	12.52	0.14					
44.000	8.07113E-4	58	19.68	0.02						44.000	0.00929	7	13.27	0.27						44.000	0.00497	1	12.58	0.14					
44.200	7.94779E-4	56	19.41	0.02						44.200	0.00935	7	13.36	0.27						44.200	0.00497	1	12.52	0.14					
44.400	7.86174E-4	54	19.20	0.02						44.400	0.00940	6	13.18	0.27						44.400	0.00497	1	12.55	0.14					
44.600	7.75705E-4	52	18.96	0.02						44.600	0.00945	6	13.12	0.27						44.600	0.00497	1	12.55	0.14					
44.800	7.64520E-4	51	18.78	0.02						44.800	0.00950	5	13.09	0.27						44.800	0.00497	1	12.55	0.14					
45.000	7.55445E-4	48	18.45	0.02						45.000	0.00955	5	13.06	0.27						45.000	0.00497	1	12.52	0.14					
45.200	7.45408E-4	48	18.36	0.02						45.200	0.00959	4	12.97	0.27						45.200	0.00497	0	12.49	0.14					
45.400	7.38709E-4	46	18.15	0.02						45.400	0.00963	4	12.94	0.28						45.400	0.00497	1	12.52	0.14					
45.600	7.34305E-4	46	18.12	0.02						45.600	0.00969	6	13.15	0.28						45.600	0.00497	1	12.55	0.14					
45.800	7.29348E-4	45	18.03	0.02						45.800	0.00974	6	13.18	0.28						45.800	0.00497	1	12.52	0.14					
46.000	7.23039E-4	45	18.00	0.02						46.000	0.00978	4	12.97	0.28						46.000	0.00497	1	12.52	0.14					
46.200	7.16300E-4	43	17.82	0.02						46.200	0.00982	4	12.94	0.28						46.200	0.00497	1	12.52	0.14					
46.400	7.08926E-4	42	17.64	0.02						46.400	0.00985	4	12.88	0.28						46.400	0.00497	1	12.52	0.14					
46.600	7.03335E-4	41	17.55	0.02						46.600	0.00990	3	12.82	0.28						46.600	0.00497	1	12.52	0.14					
46.800	6.95244E-4	40	17.43	0.02						46.800	0.00993	1	12.61	0.28						46.800	0.00497	1	12.52	0.14					
47.000	6.88424E-4	39	17.31	0.02						47.000	0.00998	3	12.82	0.29						47.000	0.00497	1	12.52	0.14					
47.200	6.84020E-4	39	17.28	0.02						47.200	0.01003	4	12.91	0.29						47.200	0.00497	0	12.49	0.14					
47.400	6.79145E-4	38	17.13	0.02						47.400	0.01008	4	12.91	0.29						47.400	0.00497	1	12.52	0.14					
47.600	6.74148E-4	37	17.07	0.02						47.600	0.01013	4	12.88	0.29						47.600	0.00497	1	12.52	0.14					
47.800	6.68474E-4	37	17.04	0.02						47.800	0.01017	5	13.03	0.29						47.800	0.00497	1	12.55	0.14					
48.000	6.63641E-4	36	16.86	0.02						48.000	0.01022	3	12.85	0.29						48.000	0.00497	1	12.55	0.14					
48.200	6.59238E-4	35	16.83	0.02						48.200	0.01026	5	13.00	0.29						48.200	0.00497	1	12.58	0.14					
48.400	6.54958E-4	34	16.71	0.02						48.400	0.01031	5	13.03	0.29						48.400	0.00497	1	12.55	0.14					
48.600	6.50001E-4	34	16.62	0.02						48.600	0.01036	5	13.06	0.30						48.600	0.00497	1	12.55	0.14					
48.800	6.45680E-4	33	16.53	0.02						48.800	0.01040	5	13.03	0.30						48.800	0.00497	1	12.52	0.14					
49.000	6.41318E-4	32	16.47	0.02						49.000	0.01044	4	12.91	0.30						49.000	0.00497	1	12.55	0.14					
49.200	6.36279E-4	32	16.44	0.02						49.200	0.01048	3	12.82	0.30						49.200	0.00497	1	12.55	0.14					
49.400	6.27679E-4	31	16.24	0.02						49.400	0.01053	4	12.88	0.30						49.400	0.00497	0	12.49	0.14					
49.600	6.20348E-4	29	16.03	0.02						49.600	0.01058	5	13.00	0.30						49.600	0.00497	1	12.55	0.14					
49.800	6.15268E-4	29	16.03	0.02						49.800	0.01061	4	12.97	0.30						49.800	0.00497	1	12.58	0.14					
50.000	6.07262E-4	27	15.85	0.02						50.000	0.01065	3	12.85	0.30						50.000	0.00497	1	12.58	0.14					
50.200	5.98579E-4	26	15.70	0.02						50.200	0.01069	1	12.61	0.31						50.200	0.00497	1	12.58	0.14					
50.400	5.91885E-4	25	15.49	0.02						50.400	0.01073	2	12.73	0.31						50.400	0.00497	1	12.55	0.14					
50.600	5.88710E-4	25	15.49	0.02						50.600	0.01078	4	12.94	0.31						50.600	0.00497	1	12.55	0.14					
50.800	5.87357E-4	25	15.55	0.02						50.800	0.01084	6	13.12	0.31						50.800	0.00497	1	12.52	0.14					
51.000	5.81683E-4	25	15.52	0.02						51.000	0.01090	6	13.15	0.31						51.000	0.00497	1	12.55	0.14					
51.200	5.75582E-4	23	15.34	0.02						51.200	0.01096	7	13.27	0.31						51.200	0.00497	1	12.55	0.14					
51.400	5.68128E-4	22	15.22	0.02						51.400	0.01101	6	13.24	0.31						51.400	0.00497	1	12.55	0.14					
51.600	5.62580E-4	21	15.10	0.02						51.600	0.01105	6	13.21	0.32						51.600	0.00497	1	12.55	0.14					
51.800	5.59446E-4	21	15.07	0.02						51.800	0.01110	5	13.03	0.32						51.800	0.00497	1	12.55	0.14					
52.000	5.57541E-4	21	15.07	0.02						52.000	0.01114	5	13.03	0.32						52.000	0.00497	1	12.55	0.14					
52.200	5.55595E-4	21	15.10	0.02						52.200	0.01119	5	13.06	0.32						52.200	0.00497	1	12.58	0.14					
52.400	5.50598E-4	21	15.04	0.02						52.400	0.01123	5	13.09	0.32						52.400	0.00497	1	12.58	0.14					
52.600	5.40730E-4	19	14.83	0.02						52.600	0.01127	4	12.97	0.32						52.600	0.00497	1	12.58	0.14					
52.800	5.28405E-4	17	14.56	0.02						52.800	0.01133	5	13.09	0.32						52.800	0.00497	1	12.58	0.14					
53.000	5.16674E-4	15	14.32	0.01						53.000	0.01138	6	13.15	0.33						53.000	0.00497	1	12.55	0.14					
53.200	5.07399E-4	14	14.14	0.01						53.200	0.01142	6	13.12	0.33						53.200	0.00497	1	12.61	0.14					
53.400	5.01133E-4	13	14.08	0.01						53.400	0.01146	4	12.94	0.33						53.400	0.00497	1	12.55	0.14					
53.600	4.98677E-4	13	14.02	0.01						53.600	0.01150	4	12.88	0.33						53.600	0.00497	1	12.58	0.14					
53.800	4.98551E-4	13	14.11	0.01						53.800	0.01154	5	13.00	0.33						53.800	0.00497	1	12.55	0.14					
54.000	4.98426E-4	14	14.20	0.01						54.000	0.01159	4	12.97	0.33						54.000	0.00497	1	12.55	0.14					
54.200	4.98342E-4	15	14.26	0.01						54.200	0.01163	1	12.61	0.33						54.200	0.00497	1	12.55	0.14					
54.400	4.98300E-4	15	14.29	0.01						54.400	0.01166	4	12.88	0.33						54.400	0.00497	1	12.55	0.14					
54.600	4.98259E-4	15	14.32	0.01						54.600	0.01171	5	13.03	0.33						54.600	0.00497	1	12.58	0.14					
54.800	4.98175E-4	16	14.38	0.01						54.800	0.01177	4	12.91	0.34						54.800	0.00497	1	12.58	0.14					
55.000	4.98175E-4	16	14.38	0.01						55.000	0.01183	6	13.21	0.34						55.000	0.00497	1	12.52	0.14					
55.200	4.98050E-4	16	14.47	0.01						55.200	0.01187	6	13.21	0.34						55.200	0.00497	1	12.52	0.14					
55.400	4.98008E-4	17	14.50	0.01						55.400	0.01191	6	13.12	0.34						55.400	0.00497	1	12.55	0.14					
55.600	4.98008E-4	17	14.50	0.01						55.600	0.01195	5	13.00	0.34						55.600	0.00497	1	12.52	0.14					
55.800	4.97883E-4	17	14.59	0.01						55.800	0.01199	4	12.88	0.34						55.800	0.00497	1	12.52	0.14					
56.000	4.97925E-4	17	14.56	0.01						56.000	0.01203	4	12.91	0.34						56.000	0.00498	1	12.58	0.14					
56.200	4.97841E-4	18	14.62	0.01						56.200	0.01207	4	12.88	0.34						56.200	0.00498	1	12.55	0.14					
56.400	4.97758E-4	18	14.68	0.01						56.400	0.01212	5	13.06	0.35						56.400	0.00498	1	12.55	0.14					
56.600	4.97841E-4	18	14.62	0.01						56.600	0.01217	6	13.12	0.35						56.600	0.00498	1	12.58	0.14					
56.800	4.97758E-4	18	14.68	0.01						56.800	0.01223	6	13.21	0.35						56.800	0.00498	1	12.58	0.14					
57.000	4.97716E-4	18	14.71	0.01						57.000	0.01228	6	13.21	0.35						57.000	0.00499	1	12.58	0.14					
57.200	4.97716E-4	18	14.71	0.01						57.200	0.01232	6	13.15	0.35						57.200	0.00499	1	12.55	0.14					
57.400	4.97675E-4	19	14.74	0.01						57.400	0.01236	5	13.06	0.35						57.400	0.00499	0	12.49	0.14					
57.600	4.97758E-4	18	14.68	0.01						57.600	0.01241	5	13.00	0.35						57.600	0.00499	1	12.55	0.14					
57.800	4.97675E-4	19	14.74	0.01						57.800	0.01245	5	13.06	0.36						57.800	0.00499	1	12.58	0.14					
58.000	4.97675E-4	19	14.74	0.01						58.000	0.01250	5	13.06	0.36						58.000	0.00499	1	12.58	0.14					
58.200	4.97591E-4	19	14.80	0.01						58.200	0.01255	5	13.06	0.36						58.200	0.00499	1	12.58	0.14					
58.400	4.97633E-4	19	14.77	0.01						58.400	0.01259	5	13.03	0.36						58.400	0.00499	1	12.55	0.14					
58.600	4.97591E-4	19	14.80	0.01						58.600	0.01266	7	13.27	0.36						58.600	0.00499	1	12.55	0.14					
58.800	4.97633E-4	19	14.77	0.01						58.800	0.01271	7	13.27	0.36						58.800	0.00499	1	12.58	0.14					
59.000	4.97633E-4	19	14.77	0.01						59.000	0.01275	6	13.12	0.36						59.000	0.00499	1	12.55	0.14					
59.200	4.97591E-4	19	14.80	0.01						59.200	0.01279	4	12.97	0.37						59.200	0.00500	1	12.55	0.14					
59.400	4.97591E-4	19	14.80	0.01						59.400	0.01283	5	13.00	0.37						59.400	0.00500	1	12.55	0.14					
59.600	4.97591E-4	19	14.80	0.01						59.600	0.01289	6	13.12	0.37						59.600	0.00500	1	12.52	0.14					
59.800	4.97508E-4	19	14.86	0.01						59.800	0.01294	6	13.15	0.37						59.800	0.00501	1	12.58	0.14					
60.000	4.97591E-4	19	14.80	0.01						60.000	0.01299	6	13.21	0.37						60.000	0.00501	1	12.58	0.14					
60.200	4.97550E-4	19	14.83	0.01						60.200	0.01304	6	13.18	0.37						60.200	0.00502	1	12.61	0.14					
60.400	4.97550E-4	19	14.83	0.01						60.400	0.01309	6	13.15	0.37						60.400	0.00502	1	12.55	0.14					
60.600	4.97550E-4	19	14.83	0.01						60.600	0.01313	3	12.76	0.38						60.600	0.00503	1	12.61	0.14					
60.800	4.97425E-4	20	14.92	0.01						60.800	0.01316	4	12.88	0.38						60.800	0.00504	1	12.58	0.14					
61.000	4.97425E-4	20	14.92	0.01						61.000	0.01320	4	12.88	0.38						61.000	0.00505	1	12.55	0.14					
61.200	4.98101E-4	20	14.89	0.01						61.200	0.01324	4	12.88	0.38						61.200	0.00505	1	12.61	0.14					
61.400	5.02931E-4	21	15.07	0.01						61.400	0.01328	3	12.85	0.38						61.400	0.00506	1	12.61	0.14					
61.600	5.13352E-4	23	15.34	0.01						61.600	0.01331	2	12.73	0.38						61.600	0.00507	3	12.76	0.14					
61.800	5.26189E-4	26	15.70	0.02						61.800	0.01334	3	12.76	0.38						61.800	0.00508	7	13.30	0.15					
62.000	5.43265E-4	30	16.21	0.02						62.000	0.01339	4	12.88	0.38						62.000	0.00508	8	13.39	0.15					
62.200	5.53729E-4	32	16.44	0.02						62.200	0.01344	5	13.00	0.38						62.200	0.00508	8	13.48	0.15					
62.400	5.65299E-4	35	16.80	0.02						62.400	0.01349	5	13.09	0.39						62.400	0.00508	10	13.69	0.15					
62.600	5.74370E-4	38	17.13	0.02						62.600	0.01355	6	13.18	0.39						62.600	0.00509	11	13.78	0.15					
62.800	5.83055E-4	39	17.28	0.02						62.800	0.01360	7	13.30	0.39						62.800	0.00509	12	13.93	0.15					
63.000	5.94156E-4	41	17.52	0.02						63.000	0.01365	6	13.24	0.39						63.000	0.00510	13	14.11	0.15					
63.200	6.02553E-4	44	17.88	0.02						63.200	0.01371	6	13.24	0.39						63.200	0.00510	14	14.23	0.15					
63.400	6.10009E-4	45	18.00	0.02						63.400	0.01377	8	13.42	0.39						63.400	0.00510	14	14.23	0.15					
63.600	6.16277E-4	45	18.06	0.02						63.600	0.01383	8	13.45	0.40						63.600	0.00511	16	14.47	0.15					
63.800	6.26150E-4	47	18.27	0.02						63.800	0.01389	8	13.42	0.40						63.800	0.00512	19	14.74	0.15					
64.000	6.37888E-4	49	18.51	0.02						64.000	0.01394	7	13.33	0.40						64.000	0.00513	20	14.95	0.15					
64.200	6.50814E-4	51	18.81	0.02						64.200	0.01399	7	13.33	0.40						64.200	0.00513	21	15.10	0.15					
64.400	6.64930E-4	54	19.17	0.02						64.400	0.01403	6	13.18	0.40						64.400	0.00514	23	15.28	0.15					
64.600	6.75481E-4	56	19.35	0.02						64.600	0.01407	5	13.06	0.40						64.600	0.00514	25	15.55	0.15					
64.800	6.85274E-4	58	19.62	0.02						64.800	0.01412	6	13.12	0.40						64.800	0.00515	27	15.85	0.15					
65.000	6.96542E-4	59	19.74	0.02						65.000	0.01415	6	13.12	0.40						65.000	0.00515	27	15.85	0.15					
65.200	7.07053E-4	60	19.95	0.02						65.200	0.01419	5	13.03	0.41						65.200	0.00515	28	15.91	0.15					
65.400	7.18834E-4	62	20.16	0.02						65.400	0.01422	3	12.85	0.41						65.400	0.00515	29	16.06	0.15					
65.600	7.32439E-4	64	20.43	0.02						65.600	0.01426	2	12.67	0.41						65.600	0.00516	34	16.68	0.15					
65.800	7.43505E-4	66	20.69	0.02						65.800	0.01432	6	13.12	0.41						65.800	0.00517	50	18.69	0.15					
66.000	7.54098E-4	68	20.84	0.02						66.000	0.01437	6	13.18	0.41						66.000	0.00517	58	19.59	0.15					
66.200	7.67029E-4	70	21.14	0.02						66.200	0.01441	6	13.18	0.41						66.200	0.00517	62	20.10	0.15					
66.400	7.79406E-4	72	21.38	0.02						66.400	0.01446	6	13.15	0.41						66.400	0.00517	69	20.99	0.15					
66.600	7.90715E-4	73	21.47	0.02						66.600	0.01450	6	13.18	0.41						66.600	0.00517	73	21.56	0.15					
66.800	7.99364E-4	74	21.65	0.02						66.800	0.01455	6	13.12	0.42						66.800	0.00517	76	21.86	0.15					
67.000	8.13133E-4	75	21.80	0.02						67.000	0.01460	6	13.15	0.42						67.000	0.00517	80	22.37	0.15					
67.200	8.24876E-4	77	22.04	0.02						67.200	0.01465	7	13.27	0.42						67.200	0.00517	80	22.37	0.15					
67.400	8.30511E-4	78	22.10	0.02						67.400	0.01470	6	13.24	0.42						67.400	0.00517	81	22.52	0.15					
67.600	8.40390E-4	79	22.31	0.02						67.600	0.01476	7	13.33	0.42						67.600	0.00518	83	22.70	0.15					
67.800	8.56025E-4	81	22.49	0.02						67.800	0.01481	7	13.33	0.42						67.800	0.00518	85	22.97	0.15					
68.000	8.68364E-4	83	22.76	0.02						68.000	0.01485	-2	12.22	0.42						68.000	0.00518	88	23.33	0.15					
68.200	8.80824E-4	84	22.94	0.03						68.200	0.01489	4	12.91	0.43						68.200	0.00518	90	23.57	0.15					
68.400	8.90189E-4	85	23.06	0.03						68.400	0.01493	4	12.97	0.43						68.400	0.00518	91	23.69	0.15					
68.600	8.95784E-4	86	23.15	0.03						68.600	0.01497	5	13.03	0.43						68.600	0.00518	90	23.66	0.15					
68.800	9.05110E-4	87	23.30	0.03						68.800	0.01502	5	13.06	0.43						68.800	0.00518	92	23.93	0.15					
69.000	9.15865E-4	88	23.33	0.03						69.000	0.01506	6	13.15	0.43						69.000	0.00518	98	24.68	0.15					
69.200	9.24555E-4	89	23.48	0.03						69.200	0.01511	6	13.24	0.43						69.200	0.00518	107	25.72	0.15					
69.400	9.28286E-4	89	23.54	0.03						69.400	0.01517	6	13.24	0.43						69.400	0.00518	113	26.50	0.15					
69.600	9.34636E-4	89	23.54	0.03						69.600	0.01522	7	13.30	0.43						69.600	0.00518	114	26.56	0.15					
69.800	9.43326E-4	91	23.69	0.03						69.800	0.01527	7	13.30	0.44						69.800	0.00518	114	26.56	0.15					
70.000	9.48962E-4	91	23.75	0.03						70.000	0.01531	6	13.24	0.44						70.000	0.00518	113	26.50	0.15					
70.200	9.53606E-4	90	23.60	0.03						70.200	0.01536	6	13.24	0.44						70.200	0.00518	113	26.47	0.15					
70.400	9.59757E-4	91	23.75	0.03						70.400	0.01541	6	13.21	0.44						70.400	0.00518	113	26.44	0.15					
70.600	9.66027E-4	91	23.81	0.03						70.600	0.01546	6	13.24	0.44						70.600	0.00518	112	26.41	0.15					
70.800	9.71107E-4	91	23.81	0.03						70.800	0.01550	6	13.24	0.44						70.800	0.00518	112	26.35	0.15					
71.000	9.76227E-4	91	23.78	0.03						71.000	0.01556	6	13.21	0.44						71.000	0.00518	101	24.98	0.15					
71.200	9.83132E-4	92	23.84	0.03						71.200	0.01562	7	13.30	0.45						71.200	0.00518	80	22.37	0.15					
71.400	9.87418E-4	93	23.96	0.03						71.400	0.01567	7	13.30	0.45						71.400	0.00517	43	17.79	0.15					
71.600	9.90038E-4	92	23.90	0.03						71.600	0.01571	6	13.21	0.45						71.600	0.00516	27	15.85	0.15					
71.800	9.91943E-4	92	23.90	0.03						71.800	0.01575	5	13.03	0.45						71.800	0.00516	23	15.25	0.15					
72.000	9.95158E-4	92	23.87	0.03						72.000	0.01578	5	13.03	0.45						72.000	0.00515	21	15.10	0.15					
72.200	0.00100	92	23.87	0.03						72.200	0.01581	4	12.97	0.45						72.200	0.00515	21	15.04	0.15					
72.400	0.00100	93	23.96	0.03						72.400	0.01585	4	12.91	0.45						72.400	0.00515	20	14.92	0.15					
72.600	0.00101	92	23.90	0.03						72.600	0.01589	4	12.91	0.45						72.600	0.00515	20	14.95	0.15					
72.800	0.00101	93	23.99	0.03						72.800	0.01594	4	12.94	0.46						72.800	0.00514	20	14.92	0.15					
73.000	0.00101	92	23.93	0.03						73.000	0.01596	3	12.85	0.46						73.000	0.00514	20	14.95	0.15					
73.200	0.00102	92	23.93	0.03						73.200	0.01600	3	12.82	0.46						73.200	0.00514	20	14.89	0.15					
73.400	0.00102	93	23.96	0.03						73.400	0.01605	5	13.00	0.46						73.400	0.00514	20	14.89	0.15					
73.600	0.00102	93	24.02	0.03						73.600	0.01610	5	13.06	0.46						73.600	0.00514	20	14.95	0.15					
73.800	0.00103	93	24.02	0.03						73.800	0.01614	5	13.09	0.46						73.800	0.00514	20	14.92	0.15					
74.000	0.00103	94	24.14	0.03						74.000	0.01618	6	13.15	0.46						74.000	0.00514	20	14.92	0.15					
74.200	0.00104	94	24.17	0.03						74.200	0.01624	6	13.18	0.46						74.200	0.00514	19	14.86	0.15					
74.400	0.00104	95	24.20	0.03						74.400	0.01628	6	13.15	0.47						74.400	0.00513	19	14.77	0.15					
74.600	0.00105	95	24.26	0.03						74.600	0.01632	6	13.21	0.47						74.600	0.00513	19	14.74	0.15					
74.800	0.00105	94	24.17	0.03						74.800	0.01636	6	13.18	0.47						74.800	0.00513	18	14.65	0.15					
75.000	0.00106	95	24.23	0.03						75.000	0.01641	6	13.18	0.47						75.000	0.00513	17	14.53	0.15					
75.200	0.00106	95	24.29	0.03						75.200	0.01648	7	13.36	0.47						75.200	0.00513	16	14.47	0.15					
75.400	0.00106	96	24.32	0.03						75.400	0.01652	8	13.42	0.47						75.400	0.00513	16	14.47	0.15					
75.600	0.00107	96	24.32	0.03						75.600	0.01656	6	13.21	0.47						75.600	0.00513	16	14.47	0.15					
75.800	0.00108	97	24.44	0.03						75.800	0.01660	6	13.15	0.47						75.800	0.00513	17	14.50	0.15					
76.000	0.00108	98	24.59	0.03						76.000	0.01664	6	13.15	0.48						76.000	0.00512	17	14.53	0.15					
